user_id,sign_up_date,last_active_date,monthly_revenue,attributed_show_id
user_02735,2019-07-18,2020-05-18,13.27,
user_02736,2023-10-04,2024-04-04,9.88,
user_02737,2024-02-10,2024-07-10,10.91,
user_02738,2021-04-16,2021-10-16,15.42,
user_02739,2021-09-17,2021-12-17,7.79,
user_02740,2021-10-04,2022-08-04,6.66,
user_02741,2020-08-31,2021-02-28,8.62,
user_02742,2019-06-24,2020-05-24,19.58,
user_02743,2023-02-12,2023-09-12,16.4,
user_02744,2021-05-29,2021-12-29,9.22,
user_02745,2025-06-11,2026-08-11,27.61,
user_02746,2022-08-30,2023-02-28,38.17,
user_02747,2020-07-21,2021-06-21,7.88,
user_02748,2020-02-13,2020-10-13,14.82,
user_02749,2019-10-06,2020-05-06,20.9,
user_02750,2022-02-14,2022-08-14,10.61,
user_02751,2023-02-24,2023-10-24,6.54,
user_02752,2017-12-15,2018-02-15,6.8,
user_02753,2021-11-15,2022-05-15,11.47,
user_02754,2018-06-19,2018-11-19,14.0,
user_02755,2022-05-24,2022-10-24,19.32,
user_02756,2022-06-22,2023-02-22,14.01,
user_02757,2023-05-30,2024-01-30,7.7,
user_02758,2022-08-29,2023-05-29,19.59,
user_02759,2022-11-18,2023-03-18,18.6,
user_02760,2017-09-01,2018-03-01,21.53,
user_02761,2020-07-22,2021-04-22,14.26,
user_02762,2023-06-18,2024-02-18,11.64,
user_02763,2023-02-12,2023-08-12,34.64,
user_02764,2021-02-05,2021-07-05,7.24,
user_02765,2020-08-06,2021-02-06,13.68,
user_02766,2024-05-08,2025-01-08,7.04,
user_02767,2019-07-26,2019-12-26,9.61,
user_02768,2019-12-12,2020-06-12,17.62,
user_02769,2021-12-17,2023-01-17,9.14,
user_02770,2021-12-10,2022-05-10,11.28,
user_02771,2024-05-23,2024-11-23,6.75,
user_02772,2023-03-16,2023-06-16,15.46,
user_02773,2025-07-01,2026-02-01,17.52,
user_02774,2017-12-18,2018-09-18,9.59,
user_02775,2017-07-26,2018-02-26,13.23,
user_02776,2022-09-06,2023-01-06,11.95,
user_02777,2020-03-24,2020-10-24,6.31,
user_02778,2023-03-30,2023-11-30,37.07,
user_02779,2020-06-03,2020-09-03,8.79,
user_02780,2017-04-04,2017-12-04,9.11,
user_02781,2025-04-20,2025-10-20,11.06,
user_02782,2019-04-15,2019-11-15,16.32,
user_02783,2025-06-01,2025-11-01,6.76,
user_02784,2021-03-11,2021-07-11,6.14,
user_02785,2018-08-02,2019-01-02,8.57,
user_02786,2024-06-30,2024-08-30,15.32,
user_02787,2022-03-28,2023-01-28,27.36,
user_02788,2022-11-28,2023-01-28,11.15,
user_02789,2018-04-21,2018-09-21,11.57,
user_02790,2018-07-28,2018-10-28,12.29,
user_02791,2023-12-07,2024-04-07,10.03,
user_02792,2021-01-24,2021-08-24,9.83,
user_02793,2017-02-04,2017-08-04,6.59,
user_02794,2023-01-15,2023-07-15,6.06,
user_02795,2024-09-03,2025-05-03,10.88,
user_02796,2021-01-15,2021-07-15,6.34,
user_02797,2017-03-20,2017-11-20,41.55,
user_02798,2025-01-11,2025-06-11,10.62,
user_02799,2019-08-05,2020-01-05,21.7,
user_02800,2022-09-14,2023-01-14,22.69,
user_02801,2018-02-12,2018-10-12,12.14,
user_02802,2022-06-09,2022-10-09,15.31,
user_02803,2022-12-18,2023-04-18,7.82,
user_02804,2018-07-23,2019-02-23,32.27,
user_02805,2022-02-19,2022-06-19,14.51,
user_02806,2024-12-28,2025-02-28,31.32,
user_02807,2019-01-30,2019-07-30,75.08,
user_02808,2020-06-02,2021-01-02,21.07,
user_02809,2021-05-31,2021-09-30,22.55,
user_02810,2017-03-17,2017-08-17,6.65,
user_02811,2020-12-12,2021-06-12,7.35,
user_02812,2020-05-23,2020-12-23,10.85,
user_02813,2021-06-07,2021-07-07,23.73,
user_02814,2017-08-18,2018-05-18,9.71,
user_02815,2021-05-05,2021-11-05,24.3,
user_02816,2017-05-01,2017-11-01,19.77,
user_02817,2020-02-22,2020-06-22,8.54,
user_02818,2019-10-17,2020-02-17,32.95,
user_02819,2024-05-14,2024-08-14,12.77,
user_02820,2023-07-24,2024-01-24,8.83,
user_02821,2024-08-09,2025-05-09,8.09,
user_02822,2024-01-07,2024-09-07,6.49,
user_02823,2021-09-06,2022-05-06,8.08,
user_02824,2018-03-11,2018-10-11,47.02,
user_02825,2020-07-03,2021-02-03,32.24,
user_02826,2020-09-10,2021-03-10,37.98,
user_02827,2018-06-24,2018-11-24,12.3,
user_02828,2018-02-01,2018-05-01,8.86,
user_02829,2024-09-02,2025-02-02,19.06,
user_02830,2018-07-20,2019-03-20,7.34,
user_02831,2024-11-28,2025-05-28,12.34,
user_02832,2018-07-08,2019-02-08,7.77,
user_02833,2025-08-21,2026-02-21,14.85,
user_02834,2025-06-06,2026-01-06,41.2,
user_02835,2018-10-10,2019-02-10,11.24,
user_02836,2023-04-02,2023-09-02,9.67,
user_02837,2025-01-25,2025-04-25,10.12,
user_02838,2019-08-24,2019-10-24,8.86,
user_02839,2018-08-20,2019-02-20,9.06,
user_02840,2025-08-02,2026-01-02,7.36,
user_02841,2021-08-23,2022-04-23,19.55,
user_02842,2020-05-27,2021-02-27,6.02,
user_02843,2024-02-22,2024-05-22,8.96,
user_02844,2020-01-27,2020-08-27,17.21,
user_02845,2018-06-25,2019-03-25,7.52,
user_02846,2018-06-20,2018-12-20,18.7,
user_02847,2022-08-14,2023-02-14,16.0,
user_02848,2023-10-17,2024-02-17,16.01,
user_02849,2019-08-04,2019-12-04,15.49,
user_02850,2019-08-04,2020-09-04,8.53,
user_02851,2021-01-11,2021-02-11,10.63,
user_02852,2024-02-15,2024-07-15,13.06,
user_02853,2022-08-20,2023-05-20,14.55,
user_02854,2022-04-05,2022-06-05,6.43,
user_02855,2021-03-12,2021-09-12,7.71,
user_02856,2020-02-10,2020-07-10,6.81,
user_02857,2018-07-18,2018-11-18,6.25,
user_02858,2018-10-18,2019-04-18,10.78,
user_02859,2023-12-07,2024-04-07,13.9,
user_02860,2020-01-11,2020-04-11,13.93,
user_02861,2019-07-01,2019-12-01,14.24,
user_02862,2019-04-11,2020-02-11,25.76,
user_02863,2017-09-28,2018-04-28,34.23,
user_02864,2025-08-13,2026-02-13,9.49,
user_02865,2023-12-03,2024-06-03,11.41,
user_02866,2020-08-23,2021-07-23,8.53,
user_02867,2019-10-08,2020-02-08,18.05,
user_02868,2025-09-15,2026-06-15,26.07,
user_02869,2023-08-11,2024-01-11,15.11,
user_02870,2025-01-28,2025-06-28,6.09,
user_02871,2023-11-10,2024-04-10,10.42,
user_02872,2023-06-01,2024-05-01,6.55,
user_02873,2022-11-22,2023-06-22,6.34,
user_02874,2024-11-24,2025-04-24,8.88,
user_02875,2022-11-03,2023-06-03,16.58,
user_02876,2020-12-03,2021-04-03,9.22,
user_02877,2017-06-23,2017-09-23,7.37,
user_02878,2019-10-04,2020-02-04,8.15,
user_02879,2021-06-09,2022-04-09,21.44,
user_02880,2017-06-10,2018-02-10,6.44,
user_02881,2022-10-16,2023-04-16,12.63,
user_02882,2017-07-21,2018-03-21,13.85,
user_02883,2020-09-30,2021-02-28,13.01,
user_02884,2020-06-01,2021-03-01,10.64,
user_02885,2020-03-17,2020-11-17,66.05,
user_02886,2021-09-27,2022-05-27,13.2,
user_02887,2025-04-26,2025-10-26,18.24,
user_02888,2021-07-22,2022-07-22,24.83,
user_02889,2022-03-14,2022-06-14,10.9,
user_02890,2022-01-25,2022-08-25,10.66,
user_02891,2021-06-12,2021-09-12,20.56,
user_02892,2024-02-13,2024-05-13,14.12,
user_02893,2024-10-22,2025-05-22,8.16,
user_02894,2021-05-30,2021-12-30,22.31,
user_02895,2022-01-21,2022-09-21,8.28,
user_02896,2020-11-10,2021-01-10,11.8,
user_02897,2024-12-28,2025-04-28,15.04,
user_02898,2022-02-06,2022-09-06,17.91,
user_02899,2019-09-07,2020-03-07,24.43,
user_02900,2024-12-24,2025-04-24,16.59,
user_02901,2025-01-21,2025-07-21,13.03,
user_02902,2018-01-09,2018-07-09,13.89,
user_02903,2020-10-28,2021-02-28,14.65,
user_02904,2017-12-16,2018-05-16,12.23,
user_02905,2021-04-23,2022-01-23,22.3,
user_02906,2022-09-27,2022-10-27,9.48,
user_02907,2018-10-17,2018-12-17,8.64,
user_02908,2021-04-08,2021-11-08,11.35,
user_02909,2018-04-16,2018-07-16,8.74,
user_02910,2023-05-06,2023-08-06,21.37,
user_02911,2018-09-07,2019-01-07,8.61,
user_02912,2018-02-17,2018-05-17,15.98,
user_02913,2023-05-26,2023-07-26,21.54,
user_02914,2019-07-31,2019-08-31,33.64,
user_02915,2025-08-15,2026-02-15,12.73,
user_02916,2020-03-28,2020-05-28,18.81,
user_02917,2018-04-27,2018-10-27,11.35,
user_02918,2019-04-11,2019-07-11,6.6,
user_02919,2023-12-08,2024-05-08,8.92,
user_02920,2020-12-22,2021-04-22,14.15,
user_02921,2022-08-05,2022-10-05,15.18,
user_02922,2017-01-24,2017-12-24,37.07,
user_02923,2022-07-15,2023-03-15,6.04,
user_02924,2022-04-22,2022-12-22,15.1,
user_02925,2022-02-02,2022-06-02,6.41,
user_02926,2017-11-22,2018-03-22,12.62,
user_02927,2017-01-27,2017-10-27,21.05,
user_02928,2021-10-30,2022-04-30,6.72,
user_02929,2022-09-18,2023-02-18,6.42,
user_02930,2019-05-01,2019-08-01,24.82,
user_02931,2018-02-26,2018-10-26,18.47,
user_02932,2019-12-06,2020-06-06,8.63,
user_02933,2024-09-05,2025-02-05,7.0,
user_02934,2022-02-27,2022-08-27,7.36,
user_02935,2020-05-07,2020-10-07,11.11,
user_02936,2017-12-26,2018-06-26,6.59,
user_02937,2020-06-13,2021-02-13,7.72,
user_02938,2018-10-23,2019-09-23,12.63,
user_02939,2023-11-09,2024-08-09,7.87,
user_02940,2024-11-06,2025-06-06,14.02,
user_02941,2025-10-30,2026-02-28,13.97,
user_02942,2022-02-09,2022-07-09,8.93,
user_02943,2021-01-15,2021-11-15,6.83,
user_02944,2018-01-17,2018-07-17,30.17,
user_02945,2020-08-15,2021-02-15,7.69,
user_02946,2021-04-02,2021-07-02,12.12,
user_02947,2025-07-04,2026-07-04,16.15,
user_02948,2023-03-05,2023-08-05,8.41,
user_02949,2021-02-01,2021-06-01,8.94,
user_02950,2023-03-27,2024-01-27,25.25,
user_02951,2020-09-10,2021-02-10,9.41,
user_02952,2022-11-19,2023-06-19,11.16,
user_02953,2018-09-16,2019-02-16,11.33,
user_02954,2018-03-24,2018-11-24,8.77,
user_02955,2024-01-21,2024-06-21,8.51,
user_02956,2017-12-26,2018-07-26,18.8,
user_02957,2024-09-21,2025-03-21,10.07,
user_02958,2025-11-03,2026-05-03,9.5,
user_02959,2020-03-22,2020-09-22,7.31,
user_02960,2020-07-20,2021-02-20,8.69,
user_02961,2022-02-21,2022-10-21,8.62,
user_02962,2020-12-20,2021-01-20,15.63,
user_02963,2023-11-22,2024-03-22,18.08,
user_02964,2022-10-30,2023-03-30,14.73,
user_02965,2022-08-01,2023-04-01,16.31,
user_02966,2019-01-07,2019-07-07,8.41,
user_02967,2019-08-12,2019-11-12,10.64,
user_02968,2019-03-04,2019-07-04,6.5,
user_02969,2017-03-31,2018-01-31,14.1,
user_02970,2025-12-08,2026-06-08,9.38,
user_02971,2024-08-21,2025-02-21,12.47,
user_02972,2022-09-04,2023-03-04,17.31,
user_02973,2021-08-23,2022-05-23,28.25,
user_02974,2019-12-09,2020-04-09,8.45,
user_02975,2024-02-25,2024-10-25,32.17,
user_02976,2022-12-09,2023-11-09,11.88,
user_02977,2019-05-26,2019-10-26,13.39,
user_02978,2017-08-26,2018-06-26,15.95,
user_02979,2022-09-07,2023-03-07,21.4,
user_02980,2025-08-08,2025-12-08,9.46,
user_02981,2023-03-15,2023-09-15,45.9,
user_02982,2021-06-11,2021-11-11,20.46,
user_02983,2023-11-29,2024-06-29,20.54,
user_02984,2018-12-21,2019-06-21,9.07,
user_02985,2024-07-07,2025-01-07,15.0,
user_02986,2024-07-17,2025-01-17,10.6,
user_02987,2022-04-28,2022-08-28,7.04,
user_02988,2024-03-29,2024-07-29,6.49,
user_02989,2018-03-18,2018-07-18,6.38,
user_02990,2023-01-09,2023-07-09,31.39,
user_02991,2022-03-10,2022-09-10,21.72,
user_02992,2021-08-23,2021-11-23,13.95,
user_02993,2017-08-18,2018-01-18,15.12,
user_02994,2020-05-11,2021-01-11,8.41,
user_02995,2024-08-09,2025-03-09,18.76,
user_02996,2023-01-04,2023-07-04,9.08,
user_02997,2022-02-27,2022-12-27,39.9,
user_02998,2025-12-19,2026-09-19,9.87,
user_02999,2025-12-04,2026-05-04,14.73,
user_03000,2018-09-04,2018-10-04,7.32,
user_03001,2017-05-04,2017-07-04,13.51,
user_03002,2021-03-17,2021-12-17,11.21,
user_03003,2018-11-11,2019-02-11,7.08,
user_03004,2021-05-15,2021-12-15,18.56,
user_03005,2017-11-22,2018-09-22,7.21,
user_03006,2025-06-06,2026-01-06,21.33,
user_03007,2020-07-12,2021-04-12,7.46,
user_03008,2020-01-18,2020-07-18,11.17,
user_03009,2022-07-29,2022-12-29,18.52,
user_03010,2021-03-03,2021-09-03,7.36,
user_03011,2020-05-24,2020-10-24,9.74,
user_03012,2019-07-11,2020-03-11,16.35,
user_03013,2019-12-31,2020-07-31,9.45,
user_03014,2025-09-21,2025-11-21,9.74,
user_03015,2017-10-09,2018-04-09,8.17,
user_03016,2017-04-13,2017-07-13,7.6,
user_03017,2022-08-11,2023-04-11,8.92,
user_03018,2019-10-18,2020-03-18,12.56,
user_03019,2025-03-20,2025-10-20,18.56,
user_03020,2020-06-25,2020-11-25,13.4,
user_03021,2018-08-10,2019-02-10,9.43,
user_03022,2018-02-07,2018-07-07,20.12,
user_03023,2022-10-16,2023-03-16,29.62,
user_03024,2018-06-28,2018-08-28,9.98,
user_03025,2017-05-13,2017-12-13,13.74,
user_03026,2025-01-02,2025-07-02,9.69,
user_03027,2018-04-20,2018-11-20,8.92,
user_03028,2025-06-05,2025-12-05,15.55,
user_03029,2024-08-22,2025-05-22,6.08,
user_03030,2017-12-23,2019-02-23,8.09,
user_03031,2017-07-08,2018-01-08,11.23,
user_03032,2023-12-10,2024-02-10,24.5,
user_03033,2020-07-03,2020-10-03,18.99,
user_03034,2023-10-31,2024-01-31,37.7,
user_03035,2019-05-10,2019-09-10,28.75,
user_03036,2019-02-28,2019-10-28,8.22,
user_03037,2021-09-25,2022-01-25,24.46,
user_03038,2021-12-12,2022-03-12,9.12,
user_03039,2020-01-22,2020-04-22,7.13,
user_03040,2019-05-18,2020-02-18,6.07,
user_03041,2025-08-30,2026-03-30,9.74,
user_03042,2022-10-07,2023-04-07,16.41,
user_03043,2021-10-18,2022-07-18,27.25,
user_03044,2020-07-28,2021-01-28,14.01,
user_03045,2025-07-13,2026-03-13,27.33,
user_03046,2020-03-06,2020-09-06,8.84,
user_03047,2018-12-03,2019-12-03,8.25,
user_03048,2022-08-10,2023-03-10,11.27,
user_03049,2023-01-24,2023-08-24,15.92,
user_03050,2018-06-17,2018-09-17,9.81,
user_03051,2025-03-04,2025-10-04,13.91,
user_03052,2018-03-10,2018-05-10,7.36,
user_03053,2017-12-19,2018-07-19,6.75,
user_03054,2019-01-04,2019-05-04,9.94,
user_03055,2023-08-25,2024-01-25,12.15,
user_03056,2024-09-27,2024-12-27,10.52,
user_03057,2023-11-30,2024-03-30,9.42,
user_03058,2020-09-23,2021-11-23,10.63,
user_03059,2024-12-30,2025-06-30,6.17,
user_03060,2022-12-26,2023-03-26,6.45,
user_03061,2025-05-01,2025-10-01,14.3,
user_03062,2022-03-23,2022-08-23,13.63,
user_03063,2018-01-16,2018-08-16,32.87,
user_03064,2024-11-01,2025-06-01,14.26,
user_03065,2022-02-10,2022-09-10,26.17,
user_03066,2024-03-24,2024-07-24,9.11,
user_03067,2022-03-22,2022-06-22,7.96,
user_03068,2019-07-06,2020-03-06,13.18,
user_03069,2025-02-02,2025-10-02,22.89,
user_03070,2021-01-28,2021-03-28,26.64,
user_03071,2024-11-05,2025-04-05,10.35,
user_03072,2020-09-15,2021-04-15,10.47,
user_03073,2020-08-23,2021-10-23,7.28,
user_03074,2017-05-04,2018-01-04,9.43,
user_03075,2017-11-16,2018-05-16,18.76,
user_03076,2022-03-05,2022-11-05,8.82,
user_03077,2020-03-02,2020-07-02,19.62,
user_03078,2023-10-12,2024-05-12,21.24,
user_03079,2022-09-12,2023-01-12,10.23,
user_03080,2024-05-22,2024-08-22,6.56,
user_03081,2018-03-15,2018-09-15,9.97,
user_03082,2024-04-14,2025-02-14,16.73,
user_03083,2019-07-10,2020-02-10,27.93,
user_03084,2021-06-30,2022-01-30,18.77,
user_03085,2019-09-05,2020-04-05,14.88,
user_03086,2023-02-23,2023-06-23,7.04,
user_03087,2021-03-10,2021-09-10,26.71,
user_03088,2020-10-27,2021-05-27,15.82,
user_03089,2023-03-26,2023-09-26,11.88,
user_03090,2025-10-18,2026-03-18,8.15,
user_03091,2023-05-13,2023-12-13,7.75,
user_03092,2023-02-09,2023-10-09,7.03,
user_03093,2018-12-10,2019-03-10,11.6,
user_03094,2017-11-16,2018-07-16,9.15,
user_03095,2024-12-25,2025-07-25,7.95,
user_03096,2022-06-17,2022-12-17,32.64,
user_03097,2022-06-13,2022-08-13,15.69,
user_03098,2023-03-24,2023-11-24,6.31,
user_03099,2020-10-14,2021-05-14,68.56,
user_03100,2025-08-26,2026-04-26,8.51,
user_03101,2023-09-17,2024-02-17,30.74,
user_03102,2024-05-07,2024-07-07,22.76,
user_03103,2021-04-02,2021-12-02,31.43,
user_03104,2024-03-26,2024-09-26,27.73,
user_03105,2018-01-06,2018-05-06,7.3,
user_03106,2018-02-07,2018-08-07,17.24,
user_03107,2025-06-20,2025-11-20,14.81,
user_03108,2017-01-01,2017-05-01,28.6,
user_03109,2024-05-30,2024-10-30,7.42,
user_03110,2021-09-26,2022-06-26,16.35,
user_03111,2022-09-04,2023-03-04,7.93,
user_03112,2019-03-13,2019-07-13,14.86,
user_03113,2024-12-12,2025-06-12,13.39,
user_03114,2023-05-25,2023-07-25,25.43,
user_03115,2024-08-15,2024-11-15,11.07,
user_03116,2021-11-16,2022-05-16,9.08,
user_03117,2020-11-11,2021-10-11,6.19,
user_03118,2023-07-15,2023-12-15,15.29,
user_03119,2021-07-01,2022-03-01,12.33,
user_03120,2018-06-07,2018-10-07,12.38,
user_03121,2017-09-13,2018-05-13,14.19,
user_03122,2023-02-27,2023-11-27,8.01,
user_03123,2017-01-04,2017-03-04,9.8,
user_03124,2021-01-11,2021-07-11,15.64,
user_03125,2019-05-28,2019-09-28,11.56,
user_03126,2019-08-22,2020-03-22,10.14,
user_03127,2023-08-15,2023-12-15,8.75,
user_03128,2020-07-27,2021-01-27,9.56,
user_03129,2021-07-22,2022-04-22,16.49,
user_03130,2023-02-11,2023-11-11,41.9,
user_03131,2018-05-10,2018-10-10,6.35,
user_03132,2019-02-10,2019-07-10,7.69,
user_03133,2021-01-15,2021-06-15,14.6,
user_03134,2018-09-24,2019-04-24,10.54,
user_03135,2024-11-18,2025-02-18,6.65,
user_03136,2018-07-05,2018-08-05,10.67,
user_03137,2022-12-26,2023-01-26,9.64,
user_03138,2023-07-04,2023-09-04,9.07,
user_03139,2024-05-18,2025-01-18,11.4,
user_03140,2018-07-11,2019-03-11,15.92,
user_03141,2022-12-13,2023-04-13,7.73,
user_03142,2022-02-11,2022-06-11,14.47,
user_03143,2024-10-19,2025-07-19,32.61,
user_03144,2021-10-10,2022-07-10,8.42,
user_03145,2022-02-05,2022-07-05,30.36,
user_03146,2023-03-12,2023-09-12,6.61,
user_03147,2021-04-25,2021-12-25,19.77,
user_03148,2019-02-01,2019-06-01,12.55,
user_03149,2017-01-31,2017-07-31,20.94,
user_03150,2025-03-13,2025-05-13,12.39,
user_03151,2021-06-11,2022-01-11,15.52,
user_03152,2025-05-18,2025-10-18,25.74,
user_03153,2021-02-12,2021-05-12,7.02,
user_03154,2017-05-29,2018-04-29,24.5,
user_03155,2024-11-27,2025-06-27,6.76,
user_03156,2023-07-05,2024-03-05,11.44,
user_03157,2024-09-29,2025-03-29,13.66,
user_03158,2023-07-21,2023-12-21,13.27,
user_03159,2025-06-02,2026-01-02,14.06,
user_03160,2022-03-20,2022-10-20,13.95,
user_03161,2022-11-14,2023-01-14,18.05,
user_03162,2017-12-29,2018-05-29,9.22,
user_03163,2022-10-09,2023-02-09,11.1,
user_03164,2024-07-02,2025-04-02,26.25,
user_03165,2022-11-15,2023-03-15,8.46,
user_03166,2023-07-03,2023-11-03,6.71,
user_03167,2017-08-05,2018-03-05,18.78,
user_03168,2023-01-01,2023-04-01,6.37,
user_03169,2022-04-05,2022-05-05,15.55,
user_03170,2022-04-06,2022-11-06,34.16,
user_03171,2020-09-19,2021-01-19,27.68,
user_03172,2025-12-14,2026-08-14,15.81,
user_03173,2018-04-05,2019-03-05,6.64,
user_03174,2025-05-02,2025-09-02,11.23,
user_03175,2020-05-30,2020-09-30,25.35,
user_03176,2023-04-28,2023-11-28,8.95,
user_03177,2022-10-09,2023-11-09,11.28,
user_03178,2018-11-24,2019-05-24,24.96,
user_03179,2024-05-12,2024-08-12,8.27,
user_03180,2025-04-09,2025-12-09,8.62,
user_03181,2020-03-20,2020-07-20,18.98,
user_03182,2018-06-04,2018-11-04,10.61,
user_03183,2025-10-16,2026-05-16,26.69,
user_03184,2018-01-16,2018-05-16,10.6,
user_03185,2020-02-02,2020-08-02,17.93,
user_03186,2017-02-28,2017-09-28,11.81,
user_03187,2023-10-10,2024-03-10,8.08,
user_03188,2022-05-02,2022-12-02,6.14,
user_03189,2024-05-23,2025-02-23,10.08,
user_03190,2018-12-20,2019-06-20,13.8,
user_03191,2023-04-20,2023-09-20,8.13,
user_03192,2018-06-07,2019-03-07,13.89,
user_03193,2017-05-16,2017-08-16,18.83,
user_03194,2017-12-12,2018-07-12,19.44,
user_03195,2023-09-06,2024-07-06,29.95,
user_03196,2018-09-24,2019-02-24,18.13,
user_03197,2025-06-11,2025-12-11,9.92,
user_03198,2025-08-22,2026-02-22,15.6,
user_03199,2024-05-30,2024-09-30,13.59,
user_03200,2024-02-25,2024-07-25,10.99,
user_03201,2022-02-27,2022-10-27,16.4,
user_03202,2020-11-14,2021-05-14,14.89,
user_03203,2019-04-14,2019-06-14,10.0,
user_03204,2018-04-21,2018-08-21,24.37,
user_03205,2021-01-12,2021-05-12,11.43,
user_03206,2020-05-19,2021-02-19,11.17,
user_03207,2025-06-09,2025-09-09,7.07,
user_03208,2019-08-16,2019-12-16,26.59,
user_03209,2024-11-30,2025-11-30,22.0,
user_03210,2019-12-12,2020-01-12,6.18,
user_03211,2024-11-12,2025-08-12,21.41,
user_03212,2020-03-28,2020-09-28,24.66,
user_03213,2022-01-13,2022-06-13,7.15,
user_03214,2020-07-17,2020-10-17,8.99,
user_03215,2024-08-29,2025-03-29,19.55,
user_03216,2018-02-03,2018-08-03,7.24,
user_03217,2024-02-24,2024-07-24,11.34,
user_03218,2021-11-04,2022-06-04,12.25,
user_03219,2024-04-24,2024-09-24,6.49,
user_03220,2020-10-04,2021-01-04,7.39,
user_03221,2024-04-05,2025-05-05,10.38,
user_03222,2023-01-09,2023-07-09,13.77,
user_03223,2022-03-04,2022-11-04,28.91,
user_03224,2025-05-27,2026-01-27,8.36,
user_03225,2023-02-12,2023-07-12,18.14,
user_03226,2019-03-10,2019-10-10,6.75,
user_03227,2024-08-07,2025-02-07,15.06,
user_03228,2019-01-07,2019-10-07,13.36,
user_03229,2017-02-13,2017-05-13,7.75,
user_03230,2017-10-06,2018-04-06,11.75,
user_03231,2017-10-15,2018-05-15,14.44,
user_03232,2024-09-08,2025-06-08,11.99,
user_03233,2019-06-18,2019-09-18,10.28,
user_03234,2019-10-29,2020-02-29,7.35,
user_03235,2017-03-29,2017-09-29,9.42,
user_03236,2017-08-21,2018-02-21,9.97,
user_03237,2024-05-13,2024-11-13,26.52,
user_03238,2019-06-08,2019-10-08,10.24,
user_03239,2024-02-27,2024-09-27,10.55,
user_03240,2025-09-05,2025-11-05,15.54,
user_03241,2024-09-15,2025-05-15,11.92,
user_03242,2021-03-20,2021-06-20,12.54,
user_03243,2024-04-07,2024-08-07,16.07,
user_03244,2019-01-27,2019-06-27,8.02,
user_03245,2024-10-20,2025-07-20,8.02,
user_03246,2019-06-20,2020-01-20,32.55,
user_03247,2017-11-07,2018-10-07,19.17,
user_03248,2020-02-07,2020-08-07,11.25,
user_03249,2024-10-06,2025-07-06,18.55,
user_03250,2025-08-20,2026-05-20,16.13,
user_03251,2019-11-21,2020-04-21,12.99,
user_03252,2017-08-30,2017-12-30,20.28,
user_03253,2017-08-17,2017-12-17,12.09,
user_03254,2020-09-24,2020-12-24,6.56,
user_03255,2019-11-24,2020-05-24,8.93,
user_03256,2019-12-21,2020-08-21,10.16,
user_03257,2017-08-25,2018-03-25,10.28,
user_03258,2019-04-02,2019-08-02,27.05,
user_03259,2019-01-01,2019-05-01,9.14,
user_03260,2018-03-21,2018-11-21,14.69,
user_03261,2023-12-23,2024-08-23,63.75,
user_03262,2023-11-20,2024-11-20,17.37,
user_03263,2021-12-14,2022-06-14,8.96,
user_03264,2018-02-28,2018-07-28,18.34,
user_03265,2017-08-27,2018-02-27,20.21,
user_03266,2019-10-24,2020-04-24,6.09,
user_03267,2017-03-18,2017-08-18,9.39,
user_03268,2018-09-02,2019-02-02,6.53,
user_03269,2017-01-04,2017-09-04,6.78,
user_03270,2024-06-15,2025-02-15,11.49,
user_03271,2018-09-13,2019-06-13,6.73,
user_03272,2021-05-22,2021-10-22,7.48,
user_03273,2022-10-13,2023-01-13,21.86,
user_03274,2025-08-24,2026-02-24,18.94,
user_03275,2021-11-22,2022-06-22,7.55,
user_03276,2025-02-28,2025-08-28,9.34,
user_03277,2025-10-22,2026-04-22,15.39,
user_03278,2018-10-21,2019-05-21,10.49,
user_03279,2025-08-14,2026-04-14,6.21,
user_03280,2025-09-30,2026-03-30,42.92,
user_03281,2023-05-13,2024-01-13,18.34,
user_03282,2021-01-10,2021-04-10,6.78,
user_03283,2020-05-25,2020-10-25,6.88,
user_03284,2024-02-03,2024-10-03,7.71,
user_03285,2024-04-04,2024-11-04,19.84,
user_03286,2021-10-02,2022-02-02,12.97,
user_03287,2020-10-24,2021-06-24,13.18,
user_03288,2020-12-29,2021-07-29,7.54,
user_03289,2020-04-02,2020-10-02,11.5,
user_03290,2018-12-25,2019-04-25,18.0,
user_03291,2021-04-23,2021-10-23,6.13,
user_03292,2020-05-09,2020-07-09,13.04,
user_03293,2018-03-14,2019-02-14,30.3,
user_03294,2021-01-11,2021-09-11,19.48,
user_03295,2024-02-05,2024-08-05,8.66,
user_03296,2019-02-16,2019-05-16,14.49,
user_03297,2018-07-03,2018-12-03,7.96,
user_03298,2022-05-07,2023-04-07,11.24,
user_03299,2020-02-13,2020-10-13,15.57,
user_03300,2021-10-04,2022-06-04,46.58,
user_03301,2022-08-09,2023-02-09,18.42,
user_03302,2022-01-15,2022-03-15,7.72,
user_03303,2017-03-09,2017-08-09,10.41,
user_03304,2017-07-25,2017-09-25,13.11,
user_03305,2025-02-01,2025-09-01,9.16,
user_03306,2017-11-30,2018-09-30,10.26,
user_03307,2023-01-07,2023-05-07,8.56,
user_03308,2022-02-21,2022-07-21,16.61,
user_03309,2023-01-07,2023-06-07,21.05,
user_03310,2022-03-07,2022-11-07,7.48,
user_03311,2017-08-31,2018-01-31,9.59,
user_03312,2018-02-07,2018-09-07,6.89,
user_03313,2017-03-20,2017-04-20,10.51,
user_03314,2023-12-08,2024-06-08,32.37,
user_03315,2023-04-20,2024-01-20,9.69,
